frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 169.6375274658203 33.88157653808594 471.7201843261719],[207.5190887451172 429.5346374511719 469.62860107421875 521.1116333007812],0.6599701642990112,CA45462,0.5247894418128468
